DATE,TotalVehicleSales,LightWeightVehicleSales:AutosandLightTrucks,LightWeightVehicleSales,MotorVehicleRetailSales:LightWeightTrucks,MotorVehicleRetailSales:HeavyWeightTrucks,MotorVehicleRetailSales:DomesticAutos,MotorVehicleRetailSales:DomesticLightWeightTrucks,MotorVehicleRetailSales:ForeignAutos,MotorVehicleRetailSales:ForeignLightWeightTrucks
1/1/1967,0,0,0,0,0.359,7.837,1.235,0.629,0
2/1/1967,0,0,0,0,0.304,6.85,1.138,0.69,0
3/1/1967,0,0,0,0,0.359,7.22,1.237,0.74,0
4/1/1967,0,0,0,0,0.343,8.164,1.204,0.746,0
5/1/1967,0,0,0,0,0.344,7.961,1.184,0.782,0
6/1/1967,0,0,0,0,0.335,8.186,1.24,0.786,0
7/1/1967,0,0,0,0,0.33,7.939,1.237,0.812,0
8/1/1967,0,0,0,0,0.325,7.295,1.206,0.816,0
9/1/1967,0,0,0,0,0.317,7.764,1.417,0.802,0
10/1/1967,0,0,0,0,0.317,7.052,1.053,0.805,0
11/1/1967,0,0,0,0,0.312,6.766,0.988,0.851,0
12/1/1967,0,0,0,0,0.308,7.78,1.273,0.89,0
1/1/1968,0,0,0,0,0.321,8.526,1.332,0.956,0
2/1/1968,0,0,0,0,0.321,8.035,1.304,0.995,0
3/1/1968,0,0,0,0,0.37,8.743,1.566,1.004,0
4/1/1968,0,0,0,0,0.329,8.153,1.38,0.966,0
5/1/1968,0,0,0,0,0.353,8.694,1.473,0.976,0
6/1/1968,0,0,0,0,0.332,8.413,1.375,1.002,0
7/1/1968,0,0,0,0,0.352,8.996,1.45,1.024,0
8/1/1968,0,0,0,0,0.335,8.994,1.465,1.015,0
9/1/1968,0,0,0,0,0.327,8.702,1.46,1.21,0
10/1/1968,0,0,0,0,0.338,8.96,1.584,1.081,0
11/1/1968,0,0,0,0,0.368,8.638,1.592,1.058,0
12/1/1968,0,0,0,0,0.366,8.642,1.571,1.07,0
1/1/1969,0,0,0,0,0.377,8.85,1.567,1.118,0
2/1/1969,0,0,0,0,0.386,8.869,1.632,0.872,0
3/1/1969,0,0,0,0,0.376,8.356,1.528,1.026,0
4/1/1969,0,0,0,0,0.382,8.5,1.543,1.134,0
5/1/1969,0,0,0,0,0.376,8.51,1.518,1.168,0
6/1/1969,0,0,0,0,0.388,8.489,1.488,1.086,0
7/1/1969,0,0,0,0,0.371,8.065,1.424,1.067,0
8/1/1969,0,0,0,0,0.394,8.45,1.566,1.13,0
9/1/1969,0,0,0,0,0.39,8.975,1.605,1.158,0
10/1/1969,0,0,0,0,0.392,8.642,1.567,1.234,0
11/1/1969,0,0,0,0,0.379,8.062,1.556,1.241,0
12/1/1969,0,0,0,0,0.398,7.804,1.63,1.175,0
1/1/1970,0,0,0,0,0.332,7.394,1.478,1.129,0
2/1/1970,0,0,0,0,0.379,7.944,1.478,1.19,0
3/1/1970,0,0,0,0,0.351,7.444,1.386,1.15,0
4/1/1970,0,0,0,0,0.347,7.742,1.403,1.189,0
5/1/1970,0,0,0,0,0.336,7.668,1.419,1.286,0
6/1/1970,0,0,0,0,0.359,8.054,1.563,1.292,0
7/1/1970,0,0,0,0,0.33,7.72,1.529,1.33,0
8/1/1970,0,0,0,0,0.34,7.595,1.536,1.256,0
9/1/1970,0,0,0,0,0.351,7.763,1.636,1.1,0
10/1/1970,0,0,0,0,0.334,5.981,1.347,1.488,0
11/1/1970,0,0,0,0,0.292,4.944,1.082,1.415,0
12/1/1970,0,0,0,0,0.272,5.184,1.043,1.572,0
1/1/1971,0,0,0,0,0.304,8.255,1.41,1.5,0
2/1/1971,0,0,0,0,0.307,8.305,1.436,1.517,0
3/1/1971,0,0,0,0,0.309,8.749,1.532,1.597,0
4/1/1971,0,0,0,0,0.322,8.296,1.672,1.664,0
5/1/1971,0,0,0,0,0.32,8.164,1.571,1.609,0
6/1/1971,0,0,0,0,0.336,8.423,1.625,1.674,0
7/1/1971,0,0,0,0,0.346,7.883,1.695,1.68,0
8/1/1971,0,0,0,0,0.32,8.27,1.641,1.74,0
9/1/1971,0,0,0,0,0.367,9.964,1.81,1.542,0
10/1/1971,0,0,0,0,0.374,9.684,1.982,1.469,0
11/1/1971,0,0,0,0,0.384,9.21,2.07,1.474,0
12/1/1971,0,0,0,0,0.373,8.74,1.956,1.326,0
1/1/1972,0,0,0,0,0.411,8.838,1.979,1.525,0
2/1/1972,0,0,0,0,0.412,9.076,2.297,1.477,0
3/1/1972,0,0,0,0,0.398,8.962,2.094,1.536,0
4/1/1972,0,0,0,0,0.422,9.109,2.122,1.48,0
5/1/1972,0,0,0,0,0.44,9.262,2.19,1.537,0
6/1/1972,0,0,0,0,0.425,9.02,2.171,1.546,0
7/1/1972,0,0,0,0,0.453,9.142,1.993,1.558,0
8/1/1972,0,0,0,0,0.443,9.32,1.85,1.598,0
9/1/1972,0,0,0,0,0.42,9.118,1.944,1.682,0
10/1/1972,0,0,0,0,0.44,9.521,2.124,1.712,0
11/1/1972,0,0,0,0,0.488,9.744,2.346,1.862,0
12/1/1972,0,0,0,0,0.494,9.92,2.284,1.934,0
1/1/1973,0,0,0,0,0.502,10.136,2.638,1.817,0
2/1/1973,0,0,0,0,0.489,10.208,2.572,1.913,0
3/1/1973,0,0,0,0,0.56,10.918,2.91,1.92,0
4/1/1973,0,0,0,0,0.522,10.463,2.401,1.88,0
5/1/1973,0,0,0,0,0.533,10.614,2.435,1.792,0
6/1/1973,0,0,0,0,0.495,9.73,2.284,1.9,0
7/1/1973,0,0,0,0,0.474,9.622,2.512,1.73,0
8/1/1973,0,0,0,0,0.458,9.367,2.495,1.554,0
9/1/1973,0,0,0,0,0.47,9.629,2.48,1.498,0
10/1/1973,0,0,0,0,0.452,8.278,2.454,1.472,0
11/1/1973,0,0,0,0,0.491,8.267,2.475,1.883,0
12/1/1973,0,0,0,0,0.492,7.832,2.499,1.78,0
1/1/1974,0,0,0,0,0.424,7.93,2.054,1.669,0
2/1/1974,0,0,0,0,0.448,7.612,2.157,1.519,0
3/1/1974,0,0,0,0,0.447,7.77,2.298,1.399,0
4/1/1974,0,0,0,0,0.47,7.794,2.345,1.259,0
5/1/1974,0,0,0,0,0.432,7.778,2.349,1.213,0
6/1/1974,0,0,0,0,0.444,7.669,2.382,1.252,0
7/1/1974,0,0,0,0,0.353,7.576,2.273,1.324,0
8/1/1974,0,0,0,0,0.411,8.896,2.831,1.476,0
9/1/1974,0,0,0,0,0.475,7.314,2.161,1.649,0
10/1/1974,0,0,0,0,0.39,6.356,1.719,1.582,0
11/1/1974,0,0,0,0,0.379,5.603,1.711,1.457,0
12/1/1974,0,0,0,0,0.415,6.044,1.836,1.145,0
1/1/1975,0,0,0,0,0.334,6.386,1.681,1.571,0
2/1/1975,0,0,0,0,0.321,7.162,1.665,1.949,0
3/1/1975,0,0,0,0,0.3,5.998,1.608,1.614,0
4/1/1975,0,0,0,0,0.282,5.716,1.846,1.571,0
5/1/1975,0,0,0,0,0.281,6.269,1.985,1.454,0
6/1/1975,0,0,0,0,0.28,6.361,1.972,1.684,0
7/1/1975,0,0,0,0,0.309,7.279,2.141,1.702,0
8/1/1975,0,0,0,0,0.307,7.094,2.182,1.624,0
9/1/1975,0,0,0,0,0.31,7.504,2.309,1.595,0
10/1/1975,0,0,0,0,0.316,7.62,2.345,1.468,0
11/1/1975,0,0,0,0,0.288,7.895,2.508,1.37,0
12/1/1975,0,0,0,0,0.252,8.128,2.419,1.442,0
1/1/1976,12.814,12.512,864.6,2.771,0.302,8.453,2.589,1.288,0.182
2/1/1976,13.34,13.044,973.3,2.912,0.296,8.723,2.73,1.409,0.182
3/1/1976,13.378,13.085,1216.1,2.885,0.293,8.812,2.704,1.388,0.181
4/1/1976,13.223,12.915,1163.2,2.916,0.308,8.626,2.713,1.373,0.203
5/1/1976,12.962,12.645,1176.1,2.884,0.317,8.386,2.676,1.375,0.208
6/1/1976,13.051,12.727,1224.9,2.943,0.324,8.43,2.704,1.354,0.239
7/1/1976,13.466,13.122,1130.1,3.14,0.344,8.549,2.887,1.433,0.253
8/1/1976,12.953,12.594,994.9,3.08,0.359,7.99,2.791,1.524,0.289
9/1/1976,13.61,13.209,1024.9,3.065,0.401,8.452,2.786,1.692,0.279
10/1/1976,12.823,12.537,1103.7,2.968,0.286,7.71,2.672,1.859,0.296
11/1/1976,13.332,13.006,1062,2.974,0.326,8.279,2.696,1.753,0.278
12/1/1976,14.527,14.197,1036,3.123,0.33,9.497,2.847,1.577,0.276
1/1/1977,14.396,14.019,945,3.303,0.377,8.945,2.99,1.771,0.313
2/1/1977,14.709,14.335,1065.4,3.446,0.374,9.024,3.108,1.865,0.338
3/1/1977,15.17,14.782,1414,3.489,0.388,9.391,3.229,1.902,0.26
4/1/1977,15.135,14.753,1320.3,3.491,0.382,8.95,3.146,2.312,0.345
5/1/1977,14.984,14.605,1344.7,3.385,0.379,8.87,3.022,2.35,0.363
6/1/1977,14.952,14.571,1424.5,3.245,0.381,9.178,2.911,2.148,0.334
7/1/1977,14.641,14.306,1171.3,3.266,0.335,8.861,2.926,2.179,0.34
8/1/1977,14.859,14.488,1201.2,3.364,0.371,8.988,3.028,2.136,0.336
9/1/1977,14.65,14.274,1073.8,3.438,0.376,8.749,3.105,2.087,0.333
10/1/1977,14.9,14.511,1306.5,3.577,0.389,8.982,3.264,1.952,0.313
11/1/1977,14.799,14.396,1154.1,3.587,0.403,8.732,3.284,2.077,0.303
12/1/1977,15.175,14.789,1061.1,3.687,0.386,8.984,3.383,2.118,0.304
1/1/1978,13.704,13.334,906.2,3.264,0.37,8.044,2.983,2.026,0.281
2/1/1978,14.363,13.969,1043.2,3.519,0.394,8.543,3.237,1.907,0.282
3/1/1978,15.166,14.714,1436.5,3.761,0.452,8.96,3.448,1.993,0.313
4/1/1978,16.198,15.757,1368.4,3.971,0.441,9.751,3.674,2.035,0.297
5/1/1978,16.298,15.83,1516.6,4.026,0.468,9.788,3.726,2.016,0.3
6/1/1978,16.348,15.868,1505.5,4.057,0.48,9.742,3.74,2.069,0.317
7/1/1978,15.528,15.086,1248.7,4.019,0.442,9.091,3.706,1.976,0.313
8/1/1978,16.045,15.676,1283.9,4.022,0.369,9.571,3.698,2.083,0.324
9/1/1978,14.641,14.195,1067.4,3.4,0.446,8.725,3.034,2.07,0.366
10/1/1978,15.845,15.391,1356.5,3.989,0.454,9.38,3.558,2.022,0.431
11/1/1978,15.484,15.015,1216.6,3.915,0.469,9.132,3.49,1.968,0.425
12/1/1978,15.338,14.839,1031.5,3.764,0.499,9.239,3.33,1.836,0.434
